OrderId,RestaurantName,RestaurantType,Rating,No.of.Rating,AverageCost,OnlineOrder,TableBooking,CuisinesType,Area,LocalAddress,Delivery time
5272,Santhanam Sweets & Savouries,Sweet Shop,3.9,34,150,No,No,"Mithai, Street Food",Brigade Road,Commercial Street,58
5273,Santhrupthi,Casual Dining,3.4,5,550,No,No,"Andhra, South Indian, North Indian, Biryani",Electronic City,Electronic City,55
5274,Santo's,Casual Dining,3.7,69,650,Yes,No,"North Indian, Fast Food",Malleshwaram,New BEL Road,70
5275,Santrupthi Khanavalli,Quick Bites,3.4,4,200,No,No,South Indian,Old Airport Road,CV Raman Nagar,64
5276,Santrupti Sagar,Quick Bites,2.9,34,300,No,No,"South Indian, Fast Food, North Indian",Bannerghatta Road,Bannerghatta Road,46
5277,Santrupti Uttara Karnataka Food Store,Quick Bites,3.3,5,200,No,No,South Indian,Koramangala 7th Block,Wilson Garden,69
5278,Sanyogita's,Delivery,3.2,4,300,No,No,North Indian,Sarjapur Road,Sarjapur Road,54
5279,Sapfresh,Delivery,,40,150,No,No,Beverages,Koramangala 6th Block,Koramangala 4th Block,61
5280,Sapthagiri Non Veg,Quick Bites,2.8,40,300,No,No,Fast Food,Rajajinagar,Basaveshwara Nagar,52
5281,Sapthagiri's Naidu Eating Point,Quick Bites,3.4,5,300,No,No,Biryani,Frazer Town,Frazer Town,58
5282,Sarah's,"Takeaway, Delivery",3.8,42,400,Yes,No,"Fast Food, Desserts",Kalyan Nagar,Rammurthy Nagar,33
5283,Sardaar Ka Chulla,Quick Bites,2.8,40,450,Yes,No,"North Indian, Mughlai",Marathahalli,Marathahalli,47
5284,Sardar Ka Chullah,Food Court,3.3,7,400,No,No,North Indian,Marathahalli,Marathahalli,62
5285,Sardar Tikka Singh,"Takeaway, Delivery",2.8,40,500,Yes,No,North Indian,Brookefield,Marathahalli,56
5286,Sardarji Ka Dhaba,Quick Bites,4,750,250,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Hosur Road,59
5287,Sardarji Ka Kitchen,Quick Bites,3.1,44,150,Yes,No,North Indian,Malleshwaram,New BEL Road,48
5288,Sardarji Londonwaley,Delivery,2.8,40,450,No,No,North Indian,Bannerghatta Road,Bannerghatta Road,59
5289,Sarjapur Social,"Bar, Casual Dining",4.6,1193,1500,Yes,No,"American, North Indian, Chinese, Finger Food",Bellandur,Sarjapur Road,87
5290,Sartaj Ambur Dum Biryani,Quick Bites,3.2,4,150,No,No,Biryani,Frazer Town,Frazer Town,52
5291,Sarvam,Casual Dining,3.5,124,550,Yes,No,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",Koramangala 5th Block,HSR,68
5292,Sarvam's,Casual Dining,3.7,44,550,No,Yes,"North Indian, Chinese, Continental, Pizza",Basavanagudi,Jayanagar,64
5293,Sasu Maa Ki Rasoi,Quick Bites,3.6,97,300,Yes,No,"North Indian, Chinese",Sarjapur Road,Sarjapur Road,59
5294,Satakarni,Casual Dining,3.1,216,650,Yes,No,"Chinese, South Indian, Andhra, North Indian, Biryani",Brookefield,Marathahalli,44
5295,Sathya's,Bar,4.1,759,1200,No,Yes,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 3rd Block,58
5296,Satkar,Quick Bites,3.6,22,350,No,No,"Chinese, North Indian",Electronic City,Electronic City,58
5297,Satkar Restaurant,Quick Bites,3.6,75,350,Yes,No,"North Indian, Chinese, Biryani, Seafood",Electronic City,Electronic City,85
5298,Satrangi,Casual Dining,3.7,212,900,Yes,No,"North Indian, South Indian",Malleshwaram,New BEL Road,32
5299,Sattuani,Quick Bites,3.5,9,250,No,No,"Bihari, North Indian, Fast Food",Brigade Road,St. Marks Road,53
5300,Sattvam,Casual Dining,4.3,353,1200,No,No,"North Indian, South Indian",Bannerghatta Road,JP Nagar,35
5301,Sattvam Bakes,Dessert Parlor,3.6,25,300,No,No,Desserts,Malleshwaram,Sadashiv Nagar,55
5302,Sattvic,Casual Dining,3.5,11,450,No,No,"South Indian, North Indian",Electronic City,Electronic City,78
5303,Savera Cafe,Cafe,3.6,11,50,Yes,No,Cafe,Lavelle Road,Shivajinagar,75
5304,Savi Sagar,Casual Dining,3.7,136,450,Yes,No,"North Indian, South Indian, Chinese, Street Food, Beverages",Lavelle Road,Malleshwaram,38
5305,Savitha Family Restaurant,Quick Bites,4,196,500,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,37
5306,Savji's Roll 'N' Biryani,Quick Bites,3.9,441,250,Yes,No,"North Indian, Chinese, Biryani, Rolls",Rajajinagar,Vijay Nagar,90
5307,Savours,Quick Bites,3.3,10,350,Yes,No,"North Indian, South Indian, Chinese",Bellandur,Sarjapur Road,77
5308,Savoury - Sea Shell Restaurant,Casual Dining,3.9,467,550,Yes,No,"Arabian, North Indian, Chinese, Fast Food","Byresandra,Tavarekere,Madiwala",BTM,95
5309,Savoury Express,Casual Dining,3.6,31,800,Yes,No,Arabian,Indiranagar,Jeevan Bhima Nagar,33
5310,Savoury Restaurant,Casual Dining,2.9,827,800,Yes,No,"Arabian, North Indian, Chinese, Kerala, Seafood, Biryani",Bellandur,Sarjapur Road,47
5311,SB FOODS,Quick Bites,3.3,4,250,No,No,South Indian,Jayanagar,JP Nagar,69
5312,Sbarro,Food Court,2.7,263,500,Yes,No,Pizza,Whitefield,Whitefield,33
5313,Scoops N Smiles,"Dessert Parlor, Quick Bites",3.3,7,200,Yes,No,"Desserts, Sandwich, Pizza, Burger",Malleshwaram,Rajajinagar,35
5314,Scottish Pub,Bar,3.9,190,600,No,No,Finger Food,Church Street,St. Marks Road,47
5315,Sea Green Cafe,Cafe,3.3,4,500,No,No,"Cafe, Fast Food, Beverages",Banashankari,Banashankari,52
5316,Sea Horse,Casual Dining,3.4,9,400,No,No,"South Indian, Chinese",Bannerghatta Road,JP Nagar,71
5317,Sea Lions BBQ & Grills,Casual Dining,4.6,538,1100,No,Yes,"North Indian, Chinese, Mughlai, Mexican, BBQ",Jayanagar,Jayanagar,86
5318,Sea Pot,Casual Dining,3.5,9,800,Yes,No,"Seafood, North Indian",Brookefield,Marathahalli,75
5319,Sea Rock,Casual Dining,4.6,514,1000,Yes,Yes,"Mangalorean, Seafood, South Indian, North Indian, Chinese, Mughlai",Malleshwaram,Seshadripuram,71
5320,Sea Route,Casual Dining,4.1,426,1100,Yes,Yes,"Seafood, North Indian, Chinese",Malleshwaram,Rajajinagar,63
5321,Sea Salt,Quick Bites,3.7,18,600,No,No,"South Indian, Seafood",New BEL Road,Sahakara Nagar,67
5322,Sea Spice by 7 Star,Casual Dining,4,349,1200,Yes,Yes,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",Banashankari,Banashankari,57
5323,Seafood Dot Grill,"Casual Dining, Bar",3.9,36,1200,Yes,No,"Seafood, North Indian, Mangalorean",Malleshwaram,Yeshwantpur,46
5324,Seafood Place,Casual Dining,4.1,293,800,Yes,No,"Chinese, North Indian, Kerala, Mangalorean, Seafood",Indiranagar,Indiranagar,30
5325,SEAPOT,Casual Dining,3.5,8,600,No,No,"North Indian, South Indian",Marathahalli,Marathahalli,73
5326,Season - Adarsh Hamilton,Casual Dining,4.3,325,1200,No,Yes,"North Indian, Chinese, South Indian, Continental",Brigade Road,Richmond Road,68
5327,Seasons,Casual Dining,2.9,380,1000,Yes,No,"North Indian, South Indian, Chinese, Seafood, Kerala, Arabian, Juices",Electronic City,Electronic City,49
5328,Second Wife Cafe,Quick Bites,3.7,61,400,Yes,No,"Arabian, North Indian",Sarjapur Road,HSR,109
5329,Sector 7 Caf?de?ed??ede??d??ede?ed???de??d???,Cafe,4.3,1101,700,Yes,No,"Cafe, Continental, Pizza, Salad","Byresandra,Tavarekere,Madiwala",HSR,47
5330,Sector 7 Caf?de?ed??ede??d??ede?ed???de??d??ede?ed??ede??d???de?ed???de??d???,Cafe,4.3,1105,700,Yes,No,"Cafe, Continental, Pizza, Salad",Koramangala 6th Block,HSR,50
5331,Seekers Cafe,Casual Dining,3.6,25,500,No,No,"Italian, Continental","Byresandra,Tavarekere,Madiwala",BTM,39
5332,SeeYa Restaurant,Quick Bites,3.3,4,350,No,No,"North Indian, Kerala, Chinese",Whitefield,KR Puram,72
5333,Selfie Cafe,"Beverage Shop, Quick Bites",3.7,19,300,No,No,"Beverages, Fast Food, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,58
5334,Sendhoor Coffee,Quick Bites,3.9,49,150,No,No,"Coffee, Street Food",Indiranagar,Indiranagar,64
5335,Senthur Cafe,Quick Bites,3.4,5,100,No,No,"South Indian, Beverages",Koramangala 7th Block,Koramangala 7th Block,63
5336,Serenitea4u,"Beverage Shop, Quick Bites",3.4,9,100,No,No,"Beverages, Fast Food",Indiranagar,Jeevan Bhima Nagar,52
5337,Serranos Mexican Grill,Quick Bites,3.7,86,400,Yes,No,Mexican,Kalyan Nagar,Nagawara,54
5338,Sethji Home Made Food,Quick Bites,3.5,229,350,Yes,No,North Indian,Old Airport Road,Indiranagar,85
5339,Seven Ate Nine,Casual Dining,2.8,40,700,Yes,No,"North Indian, Steak, South Indian","Byresandra,Tavarekere,Madiwala",HSR,78
5340,Seven Spices - Manipal County,Casual Dining,2.8,38,900,No,No,"North Indian, Chinese, Continental",Electronic City,Electronic City,44
5341,Seven Star,Quick Bites,3.4,7,250,Yes,No,"North Indian, Chinese",Banashankari,Banashankari,49
5342,SFC Kabab Corner,Quick Bites,3.6,14,350,No,No,"Chinese, Andhra",Electronic City,Electronic City,61
5343,SGS Non Veg - Gundu Pulav,Quick Bites,3.1,68,400,Yes,No,"Biryani, Fast Food",Marathahalli,Marathahalli,69
5344,SGS Nonveg- Gundu Palav,Quick Bites,3.6,24,400,No,No,"Biryani, Fast Food",Kalyan Nagar,Kalyan Nagar,61
5345,Shaadi Ki Biryani,Casual Dining,2.8,296,600,Yes,No,Biryani,Brigade Road,Commercial Street,66
5346,Shaahi Mezbaan Restaurant,Quick Bites,3.1,9,350,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",BTM,73
5347,Shaan-E-Punjab,Casual Dining,2.9,84,500,Yes,No,North Indian,Brookefield,"ITPL Main Road, Whitefield",57
5348,Shaap,Casual Dining,3.6,207,500,Yes,No,"Kerala, Seafood","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,49
5349,Shabari Kitchen,Quick Bites,3.5,16,150,Yes,No,"South Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,63
5350,Sha-e-Darbar,Quick Bites,3.7,61,400,Yes,No,"North Indian, Chinese",Malleshwaram,Yeshwantpur,38
5351,Shagun Sweets & Foods,"Sweet Shop, Quick Bites",3.5,221,400,Yes,No,"Mithai, North Indian, Street Food, Chinese",Bannerghatta Road,BTM,45
5352,Shahi Darbar,Quick Bites,3.2,5,300,Yes,No,"Chinese, North Indian",Koramangala 4th Block,Ejipura,73
5353,Shahi Darbar Roll Centre,Quick Bites,3.9,50,400,No,No,"Street Food, Rolls",New BEL Road,New BEL Road,77
5354,Shahi Dasterkhwan,Quick Bites,2.9,11,400,No,No,"North Indian, Kebab, Mughlai",Koramangala 4th Block,Koramangala 6th Block,90
5355,Shahi Family Restaurant,Quick Bites,3.2,88,350,Yes,No,"North Indian, Chinese, South Indian",Lavelle Road,Ulsoor,51
5356,Shahi Grill,Quick Bites,3.4,4,400,No,No,"North Indian, Chinese",Marathahalli,Marathahalli,87
5357,Shahi Hyderabadi Dum Biryani,Casual Dining,3.1,150,500,Yes,No,"North Indian, Biryani",Kalyan Nagar,Kalyan Nagar,55
5358,Shahi Kabab,Quick Bites,3.8,39,200,No,No,Rolls,Church Street,Frazer Town,41
5359,Shahi Rasoi,Delivery,3.1,27,600,Yes,No,"North Indian, Mughlai",HSR,HSR,86
5360,Shahi Zaikha,Quick Bites,3.2,6,300,Yes,No,"Chinese, North Indian, Mughlai",Bellandur,Sarjapur Road,39
5361,SHAIK's DYNASTY,Casual Dining,3.2,6,450,No,No,"North Indian, Chinese",Kalyan Nagar,Kammanahalli,76
5362,Shake It Off,Beverage Shop,3.6,15,600,Yes,No,"Beverages, Fast Food",Marathahalli,CV Raman Nagar,46
5363,Shake N Snack,Beverage Shop,3.6,18,200,No,No,"Beverages, Fast Food",Brigade Road,Shanti Nagar,60
5364,Shake Tat Bottle,Beverage Shop,3.2,6,200,Yes,No,Beverages,Koramangala 5th Block,BTM,51
5365,Shake The Shake,Beverage Shop,2.8,40,200,Yes,No,Juices,"Byresandra,Tavarekere,Madiwala",BTM,59
5366,Shaken & Stirred,"Bar, Casual Dining",3.9,84,1500,Yes,No,"Continental, North Indian, Chinese",Brigade Road,Race Course Road,91
5367,Shakes Theory,Beverage Shop,4.5,155,300,Yes,No,"Beverages, Sandwich",Banashankari,Jayanagar,38
5368,Shakes365,Beverage Shop,2.8,40,300,No,No,Beverages,Brookefield,Whitefield,46
5369,ShakesBierre,"Microbrewery, Casual Dining",4.3,343,1500,No,Yes,"Asian, Continental, European, North Indian",Lavelle Road,Brigade Road,66
5370,Shakthi Bar and Restaurant,"Bar, Casual Dining",3.1,12,900,No,No,"North Indian, South Indian, Chinese",Malleshwaram,RT Nagar,67
5371,Shalimar,Casual Dining,4,153,700,Yes,No,"North Indian, Chinese, Seafood",Brigade Road,Indiranagar,62
5372,Shammah's,Quick Bites,3.3,21,300,No,No,"Chinese, North Indian",Kalyan Nagar,Hennur,75
5373,Shan Restaurant,Casual Dining,3,20,400,Yes,No,"Kerala, Chinese, South Indian, North Indian",Brigade Road,Brigade Road,77
5374,Shandong,Casual Dining,4,220,500,Yes,No,"Chinese, Momos",Kalyan Nagar,Hennur,32
5375,Shandys-The Beer Cocktail Hub,"Bar, Casual Dining",2.8,40,1400,No,No,"North Indian, South Indian, Chinese, Italian",Electronic City,Electronic City,68
5376,Shan-e-Punjabi Express,Quick Bites,3.1,71,400,Yes,No,North Indian,Brookefield,Whitefield,78
5377,Shang Palace - Shangri-La Hotel,"Fine Dining, Bar",4.1,345,2000,No,Yes,"Chinese, Asian",Lavelle Road,Vasanth Nagar,45
5378,Shangai Sun,"Takeaway, Delivery",3.4,12,500,No,No,"Asian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,84
5379,Shanghai Bistro,Casual Dining,4.1,248,800,Yes,No,"Chinese, Thai, Vietnamese",Bellandur,Sarjapur Road,77
5380,Shanghai Court,Casual Dining,4.1,181,700,Yes,No,"Chinese, Thai",JP Nagar,JP Nagar,77
5381,Shanghai Times,Food Court,3.1,23,450,No,No,"Chinese, Asian",Jayanagar,Bannerghatta Road,47
5382,Shanghai Xpress,Quick Bites,3.1,11,300,No,No,Chinese,Kalyan Nagar,Kammanahalli,40
5383,Shankar Maanes Kitchen,Quick Bites,3.8,33,500,Yes,No,"South Indian, Biryani, North Indian",HSR,HSR,79
5384,Shanmukha,Casual Dining,3.8,138,800,Yes,No,"Biryani, Andhra, North Indian, Chinese",Indiranagar,Old Airport Road,62
5385,Shanthala Icecreams,Dessert Parlor,3.4,7,150,No,No,"Ice Cream, Desserts",Rajajinagar,Rajajinagar,60
5386,Shanthi Sagar,Casual Dining,3.1,28,400,Yes,No,"South Indian, North Indian, Chinese",Banashankari,Uttarahalli,82
5387,Shanthi Sagar Deluxe,Casual Dining,2.7,52,500,No,No,"South Indian, North Indian, Fast Food",Church Street,Frazer Town,75
5388,Shanthi Sweets & Bakery,"Sweet Shop, Quick Bites",3.4,9,200,No,No,"Mithai, Street Food",Indiranagar,Thippasandra,71
5389,Shanti Sweets,"Sweet Shop, Quick Bites",3.8,23,300,Yes,No,"Mithai, Street Food",Kammanahalli,Rammurthy Nagar,52
5390,Sharaab Factory,Bar,3.9,392,1500,Yes,Yes,"Biryani, North Indian",Bellandur,Bellandur,77
5391,Sharief Bhai,Casual Dining,4.3,267,700,No,Yes,"Mughlai, Biryani",Frazer Town,Frazer Town,61
5392,Sharma Ji Chaats And Desi khana,Quick Bites,2.8,40,200,No,No,"North Indian, Street Food",Basavanagudi,Jayanagar,59
5393,Sharma's Malai & Masala,Casual Dining,4,457,550,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,35
5394,Sharon Hotel,Quick Bites,2.8,40,300,No,No,"Kerala, South Indian",Electronic City,Electronic City,68
5395,Shater Grill House,Casual Dining,3.5,8,700,No,No,"North Indian, Arabian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,43
5396,Shawarma & Kolkata Rolls,Quick Bites,3.3,4,100,No,No,"Rolls, Fast Food",New BEL Road,New BEL Road,44
5397,Shawarma Bae,Quick Bites,3.3,8,200,No,No,"Beverages, Fast Food","Byresandra,Tavarekere,Madiwala",BTM,46
5398,Shawarma Bite,Quick Bites,2.8,40,200,No,No,Arabian,"Byresandra,Tavarekere,Madiwala",BTM,76
5399,Shawarma Hunt,Quick Bites,3.4,9,300,No,No,Arabian,HSR,HSR,48
5400,Shawarma Inc,Food Court,3,28,250,Yes,No,"Rolls, Lebanese",Indiranagar,Brigade Road,59
5401,Shawarma King Restaurant,Quick Bites,3.4,39,500,Yes,No,"Arabian, Chinese, North Indian",Kalyan Nagar,Kammanahalli,53
5402,Shawarma Time,Quick Bites,3.7,78,300,Yes,No,Arabian,Indiranagar,Ulsoor,76
5403,She Brews,Cafe,3.7,159,400,Yes,No,"Cafe, Continental, Thai, Chinese",Electronic City,Electronic City,40
5404,Shebestan - Sterlings MAC Hotel,Casual Dining,4.2,405,1500,No,Yes,Arabian,Indiranagar,Old Airport Road,34
5405,Sheesh Kebab,Casual Dining,4,76,700,Yes,No,North Indian,MG Road,Frazer Town,60
5406,Shee-Sha Cafe,"Cafe, Casual Dining",3.6,39,800,No,Yes,"Cafe, North Indian, Chinese, Continental",Bannerghatta Road,Bannerghatta Road,51
5407,Shekhawati Restaurant,Quick Bites,3.7,62,300,Yes,No,North Indian,Bellandur,Sarjapur Road,96
5408,Sher-E-Punjab,Quick Bites,3.1,22,400,Yes,No,"North Indian, Chinese",Koramangala 5th Block,BTM,70
5409,Sherlock's Cafe,Cafe,3.6,42,350,Yes,No,"Cafe, Fast Food",MG Road,Frazer Town,72
5410,Sherlock's Pub,"Pub, Casual Dining",3.2,271,1500,Yes,Yes,"Continental, North Indian, Chinese",Marathahalli,Brookefield,47
5411,Shetty's Kitchen,Quick Bites,3.7,108,600,Yes,No,Mangalorean,Bannerghatta Road,Bannerghatta Road,51
5412,Shezan,Casual Dining,4.1,391,600,Yes,No,"Chinese, Continental, North Indian, Mughlai, Steak",Brigade Road,Cunningham Road,62
5413,Shift,"Lounge, Casual Dining",4.2,1867,1500,Yes,Yes,"Finger Food, Continental, North Indian","Byresandra,Tavarekere,Madiwala",HSR,33
5414,Shilpa Gulati's Desserts,Bakery,3.6,16,600,No,No,Bakery,Lavelle Road,Cunningham Road,77
5415,Shilpa Veg,Quick Bites,3.6,37,250,No,No,"South Indian, Street Food, Beverages, Desserts",Brigade Road,Shivajinagar,93
5416,Shiro,"Fine Dining, Lounge",4.4,2229,3000,Yes,Yes,"Japanese, Asian",Brigade Road,Lavelle Road,48
5417,Shiv Sagar,Casual Dining,2.8,40,800,No,No,"South Indian, North Indian, Chinese",Brigade Road,MG Road,63
5418,Shiv Sager,Food Court,3,10,200,No,No,"South Indian, North Indian, Chinese",Brigade Road,Brigade Road,36
5419,Shiv Sai,Quick Bites,3.2,4,400,No,No,North Indian,Bannerghatta Road,Bannerghatta Road,54
5420,Shiv Sai Hotel,Quick Bites,3.5,74,400,Yes,No,North Indian,Bannerghatta Road,Bannerghatta Road,41
5421,Shiv Shakthi,Quick Bites,4,175,100,Yes,No,"Street Food, North Indian","Byresandra,Tavarekere,Madiwala",HSR,50
5422,Shiv Shankar Chaats,Quick Bites,3.7,19,150,No,No,Street Food,Frazer Town,Frazer Town,65
5423,Shiv Shankar Hotel,Quick Bites,3.5,10,350,No,No,"North Indian, Chinese",Electronic City,Electronic City,39
5424,Shiva Sai Andhra Hotel,Quick Bites,3.2,4,300,No,No,"South Indian, Chinese",Koramangala 4th Block,Ejipura,46
5425,Shivaay's Cafe,"Cafe, Dessert Parlor",2.8,40,400,No,No,"Cafe, Desserts, Fast Food",Jayanagar,Wilson Garden,58
5426,Shivaji Maratha Hotel,Quick Bites,3.4,10,400,No,No,South Indian,Lavelle Road,Majestic,64
5427,Shivaji Military Hotel,Casual Dining,4.3,2486,450,No,No,"South Indian, Biryani",JP Nagar,Jayanagar,64
5428,Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,Quick Bites,3.6,26,300,No,No,Biryani,Brigade Road,Shivajinagar,46
5429,Shiva's Bar And Restaurant,"Bar, Casual Dining",2.8,40,800,No,No,"South Indian, North Indian, Fast Food","Byresandra,Tavarekere,Madiwala",BTM,47
5430,Shivas Family Restaurant,Casual Dining,3.4,8,550,No,No,"North Indian, Chinese",New BEL Road,New BEL Road,65
5431,Shiva's Naram Garam,Quick Bites,3.3,4,250,No,No,"North Indian, Chinese",Kalyan Nagar,Banaswadi,34
5432,Shizusan Shophouse & Bar,"Casual Dining, Bar",4.4,1313,1800,Yes,Yes,"Asian, Japanese, Vietnamese, Korean, Chinese, Thai",Whitefield,Whitefield,55
5433,Shoiab Family Restaurant,Casual Dining,3.6,14,600,Yes,No,"North Indian, South Indian, Chinese",Electronic City,Electronic City,71
5434,Sholay - The Barbeque,Casual Dining,3.5,45,1200,Yes,Yes,"North Indian, BBQ",New BEL Road,New BEL Road,79
5435,Shradhi Lunch Home,Quick Bites,3.2,4,400,No,No,"Mughlai, North Indian, Chinese",Rajajinagar,Rajajinagar,55
5436,Shree Annapoorneshwari Mess,Mess,3.3,7,200,No,No,South Indian,Indiranagar,Indiranagar,51
5437,Shree Balaji Paratha House,Quick Bites,3,17,200,No,No,North Indian,Basavanagudi,Jayanagar,67
5438,Shree Cool Point,Quick Bites,4.1,28,150,Yes,No,"Fast Food, Street Food, Beverages",Banashankari,Vijay Nagar,52
5439,Shree Durga,Quick Bites,3.2,7,500,No,No,"North Indian, Chinese, Seafood",Old Airport Road,Old Airport Road,61
5440,Shree Durgamba Juice Centre,Beverage Shop,3.1,9,200,Yes,No,Beverages,"Byresandra,Tavarekere,Madiwala",Koramangala 8th Block,62
5441,Shree Guru Juice 'N' Ice,Quick Bites,3.3,5,250,Yes,No,"Fast Food, Chinese, Beverages",Bannerghatta Road,Bannerghatta Road,51
5442,Shree Guru Raghavendra Chats Chintamani Special,Quick Bites,3.6,26,200,Yes,No,"Street Food, Fast Food",Bannerghatta Road,Bannerghatta Road,34
5443,Shree Guru Sagar,Quick Bites,3.5,40,500,Yes,No,"Chinese, North Indian, South Indian",Malleshwaram,Basaveshwara Nagar,49
5444,Shree Guru Sagar Fast Food,Quick Bites,3.6,28,300,Yes,No,"North Indian, South Indian, Chinese",Malleshwaram,Rajajinagar,46
5445,Shree K Foods,Quick Bites,2.8,40,300,Yes,No,"Street Food, North Indian",Sarjapur Road,Bellandur,37
5446,Shree Khana Khazana,Casual Dining,3.9,356,450,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",HSR,33
5447,Shree Krishna Sannidhi,Quick Bites,3.4,76,450,Yes,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,54
5448,Shree Mahalakshmi Sweets,Sweet Shop,3.2,8,100,Yes,No,"Mithai, Street Food",Banashankari,Banashankari,81
5449,Shree Mandarathi Grand,Casual Dining,3.7,38,400,Yes,No,"South Indian, North Indian",Banashankari,Uttarahalli,69
5450,Shree Manjunatha Bar and Restaurant,Casual Dining,3.4,9,550,No,No,"North Indian, South Indian, Chinese",JP Nagar,Kanakapura Road,47
5451,Shree Maruthi Sweets,Sweet Shop,3.2,4,250,No,No,"Mithai, Street Food",JP Nagar,Kumaraswamy Layout,44
5452,Shree Mithai,Quick Bites,3.5,11,,No,No,"Desserts, Street Food, Mithai",Old Airport Road,Indiranagar,70
5453,Shree Muthahalli Veg,Quick Bites,4.1,840,300,Yes,No,"South Indian, North Indian, Chinese, Juices, Ice Cream","Byresandra,Tavarekere,Madiwala",HSR,86
5454,Shree Nandini Andhra Mess,Mess,3.3,5,150,No,No,Andhra,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,51
5455,Shree Ranga Vilas,Casual Dining,3.2,7,500,No,No,"North Indian, South Indian, Chinese, Juices",Electronic City,Electronic City,34
5456,Shree Sadguru Refreshment,Quick Bites,3.2,4,400,No,No,"South Indian, Chinese",Church Street,Ulsoor,53
5457,Shree Sagar,Casual Dining,2.8,33,500,No,No,"North Indian, South Indian, Chinese",Basavanagudi,Jayanagar,82
5458,Shree Saraswathi Sweets Centre,Sweet Shop,3.6,18,100,Yes,No,"Mithai, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,76
5459,Shree Thali,Mess,4,181,150,No,No,North Indian,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,53
5460,Shree Udupi Grand,Casual Dining,3.5,17,450,Yes,No,"South Indian, Chinese, North Indian",Bannerghatta Road,Kanakapura Road,69
5461,Shree Udupi South kitchen,Quick Bites,2.8,40,150,No,No,South Indian,Banashankari,Banashankari,64
5462,Shree Venkateshwara North Karnataka Hotel,Quick Bites,4,64,200,No,No,South Indian,Banashankari,Basavanagudi,71
5463,Shreedevi,Quick Bites,3.7,130,600,No,No,"North Indian, Andhra, Chinese",Indiranagar,Indiranagar,55
5464,Shreeji Restaurant,"Takeaway, Delivery",3.8,36,300,Yes,No,"North Indian, Gujarati",Brookefield,"ITPL Main Road, Whitefield",38
5465,Shreya Ranna Ghar,Quick Bites,3.3,6,350,No,No,"Bengali, North Indian",Brookefield,Brookefield,66
5466,Shreyas Upahar & Burger Point,Quick Bites,3,7,200,Yes,No,"South Indian, Burger",Banashankari,Basavanagudi,60
5467,Shri Family Restaurant,Quick Bites,3.3,7,400,Yes,No,"South Indian, North Indian, Chinese, Seafood",Malleshwaram,Rajajinagar,46
5468,Shri Guru Raghavendra Grand Veg,Quick Bites,2.8,40,400,No,No,"South Indian, North Indian, Chinese",Banashankari,Banashankari,45
5469,Shri Krishna Bhavan,Quick Bites,3.7,96,350,No,No,"South Indian, Chinese, North Indian, Street Food",Indiranagar,Thippasandra,33
5470,Shri Lakshami Venkateshwara Iyengar's Bakery,"Bakery, Dessert Parlor",3.5,11,250,No,No,Bakery,JP Nagar,Kumaraswamy Layout,66
5471,Shri Lakshmi Vilas Andhra Mess - Taste of Vijayawada,Quick Bites,2.8,40,500,Yes,No,"Andhra, Chinese, Biryani",Electronic City,Electronic City,68
5472,Shri Madhuram,Casual Dining,3.9,371,400,No,No,"South Indian, North Indian","Byresandra,Tavarekere,Madiwala",HSR,65
5473,Shri Ram Sweet Centre,"Quick Bites, Sweet Shop",4,160,150,No,No,"Street Food, Mithai","Byresandra,Tavarekere,Madiwala",BTM,33
5474,Shri Sai Ram Andhra Hotel,Quick Bites,2.8,40,300,No,No,"South Indian, North Indian",Bellandur,Bellandur,56
5475,Shri Udupi Cafe,Quick Bites,3.9,31,300,Yes,No,"South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",New BEL Road,New BEL Road,54
5476,Shri Vinayaka Ice N Juice,Quick Bites,3.1,12,150,No,No,"Beverages, Fast Food",Basavanagudi,Basavanagudi,86
5477,Shri Vishnu Grand,Casual Dining,3,139,450,Yes,No,"North Indian, South Indian, Chinese",Bellandur,Marathahalli,46
5478,Shringar Sweets & Snacks,"Sweet Shop, Quick Bites",3.5,11,200,Yes,No,"Mithai, South Indian, Street Food, Fast Food",Banashankari,Basavanagudi,51
5479,Shrinidhi Military Hotel,Quick Bites,3.3,6,300,No,No,"North Indian, Mughlai",Banashankari,Basavanagudi,60
